unb;pdv
1016261;254
669610;61207
613339;14675
542644;43457
741795;5195
542644;42370
542644;96182
606634;92507
599719;24819
734004;99514
1120000;50232
1120000;11321
1131001;5891
295370;32286
734004;6068
1131001;6800
1120000;17272
1120000;451
1120000;1278
698008;21077
734004;2196
1120000;1126
1016261;75
295370;28278
734004;8058
734004;18895
734004;6075
295370;37033
1131001;5301
1131001;8647
295370;16459
741795;50430
613339;13799
669610;61635
542644;84669
613339;54
542644;95328
542644;93766
613339;14009
669610;61914
613339;14805
613339;8323
542644;43438
600741;1735
606634;96206
613339;6944
1131001;8729
1131001;5753
1131001;4540
613339;4784
1716000;17476
542644;36954
542644;19482
542644;16231
1716000;3901
542644;92309
741795;419
542644;96714
542644;9021
542644;83652
600741;86864
542644;89354
542644;2320
542644;75874
542644;8871
710;40353
849;43119
849;55953
710;36849
710;36109
710;49680
710;28779
710;6799
987280;9980
849;98847
455;98823
849;43340
987280;19398
710;35850
710;46014
710;6399
455;24018
455;11035
710;58335
455;9818
455;19073
455;11006
542644;1396
455;17102
455;22037
455;11368
455;21283
455;23784
111;8439
710;16639
710;93837
1320009;16308
710;1914
1131001;8626
1320009;10337
710;57636
1320009;13772
698008;20924
295370;35110
323527;22420
107000;9539
360384;21849
734004;18486
1320009;2631
698008;8158
542644;40140
1320009;5596
542644;18719
542644;63199
323527;1374
987280;85
878928;12489
734004;9584
1131001;3056
698008;21282
734004;7928
542644;22929
669261;4045
542644;39769
1716000;14183
360384;23741
542644;17436
1320009;30039
1320009;20077
542644;71693
1016261;93
599719;67
992461;995
741795;6063
734004;91551
295370;31484
669610;5402
323527;17875
1002520;8354
698008;3597
698008;5242
1320009;8990
995975;26677
698008;21687
987280;7723
987280;9793
1131001;7765
992461;7108
295370;30580
669610;1920
724009;1635
542644;34378
295370;33781
698008;28028
734004;1287
1863002;34332
455;99265
849;17112
455;7688
849;58160
849;62598
849;22607
295370;34890
992461;97043
1002520;4160
542644;70857
619132;71550
987280;159
698008;22414
741795;50908
990590;11909
1002520;9646
1582003;18588
1320009;6313
613339;15161
878928;1952
990590;31756
600741;1210
1582003;14526
741795;2644
1131001;8133
1016261;62
619132;70451
878928;13723
741795;415
542644;37121
669261;60586
600741;75187
542644;51964
992461;98815
669610;5083
669610;51518
599719;2813
542644;88602
542644;93651
669610;844
734004;21457
542644;86892
1016261;732
741795;2520
1863002;32724
295370;9412
741795;61619
606634;2023
295370;18318
295370;35679
1863002;27854
1863002;33028
606634;94633
295370;34369
698008;17647
669610;4485
669610;61499
542644;39668
734004;98987
734004;21944
724009;6685
1716000;13344
734004;82218
741795;2591
1716000;99102
741795;50169
734004;13533
734004;9566
1863002;36777
542644;78005
600741;85651
1716000;16494
669610;2068
669610;1838
542644;71580
600741;85489
1716000;7272
323527;195
992453;4487
669610;78002
323527;9509
613339;7727
987280;7533
1582003;99879
1582003;5562
619132;71622
734004;4390
613339;7785
606634;1000
669610;4469
987280;6831
990590;12511
992453;3231
1582003;24477
542644;88821
606634;90699
1582003;9432
996122;1766
1002520;11081
698008;17824
1131001;2472
1582003;5371
987280;9643
1002520;23897
1582003;24418
970751;4377
1716000;5949
613339;813
1131001;1866
1031538;22964
970751;3428
741795;2177
995975;8485
1582003;7773
698008;43186
1002520;5080
698008;19017
990590;126
1002520;9880
698008;27350
1582003;5006
987280;2214
1582003;10300
619132;73317
1320009;3856
698008;30651
1582003;8587
698008;29505
1120000;1103
987280;6624
698008;5241
1002520;8374
1002520;9375
1002520;12115
698008;24063
698008;13643
1002520;7898
698008;18293
698008;4433
1002520;23589
1582003;7059
992453;3865
987280;13444
1002520;22689
1002520;23739
1002520;11820
992461;5174
992461;939
1031538;13262
1031538;11222
992461;4681
455;20696
542644;16543
542644;22642
987280;3109
741795;5449
542644;73839
698008;40328
542644;85572
698008;48173
542644;26529
698008;23839
542644;4270
542644;11735
542644;25389
542644;47375
698008;25178
698008;18435
698008;30326
542644;4291
542644;60957
600741;84422
542644;26866
1320009;6479
542644;43842
995975;4484
698008;14820
669610;1528
1716000;16797
992461;6530
542644;99715
360384;22292
323527;2177
542644;90554
1320009;2060
323527;12358
734004;3725
323527;8544
323527;11058
613339;382
1016261;1410
542644;28989
741795;5979
698008;19872
542644;49746
295370;27365
698008;40769
698008;40041
669610;5388
669261;97869
1716000;94058
1002520;10736
990590;23148
613339;5942
990590;9929
1131001;3777
698008;19663
1002520;11502
995975;6816
542644;29770
698008;28889
970751;3549
992453;5932
1582003;8753
995975;11511
1582003;18071
1320009;5634
323527;16780
1016261;174
741795;61537
542644;11640
1716000;91572
542644;88806
542644;71802
542644;37668
295370;36917
542644;70696
698008;41136
542644;18656
1863002;21591
698008;24215
698008;18645
542644;22247
734004;3728
542644;40641
599719;2251
724009;4375
542644;55494
1716000;94211
878928;5474
992453;669
992453;4081
987280;9733
1120000;2265
698008;40008
992453;4871
992453;5073
992453;3284
542644;78735
1716000;2484
992453;3304
698008;30198
698008;22114
1320009;30713
990590;18380
1320009;31978
600741;75898
995975;4771
996122;1129
1716000;7691
741795;6181
878928;1792
734004;1969
613339;15024
1002520;15831
669610;5097
878928;2755
613339;6515
669610;1138
698008;25425
637858;90909
1582003;11056
1131001;6814
734004;17631
613339;14893
970751;3652
323527;19346
1016261;561
741795;694
734004;2929
698008;48027
990590;22624
698008;25987
542644;57723
1320009;9234
600741;90005
992453;6300
1320009;29226
698008;22135
1002520;12902
1320009;5660
1582003;7441
1002520;99895
600741;1433
970751;2791
1582003;13714
1002520;13983
878928;4154
1582003;22451
1582003;12829
698008;27648
734004;98724
734004;94228
669610;11910
1863002;35805
734004;8155
741795;2497
669610;1971
295370;24043
542644;20885
734004;91537
613339;13913
1016261;161
741795;97340
1863002;28084
295370;6778
741795;60039
600741;1761
724009;6695
295370;20752
669261;97426
669261;2082
1320009;7928
1320009;32413
613339;9041
613339;13944
992453;5623
111;3754
987280;5819
111;5767
741795;60124
295370;35167
613339;2501
698008;22666
542644;45643
987280;655
613339;8014
698008;48167
600741;5560
1131001;6806
878928;3481
698008;24225
1863002;33656
606634;94173
734004;2048
613339;14871
455;13824
710;12377
710;90503
455;24693
542644;46223
1320009;3262
1716000;17159
542644;56758
698008;47310
542644;47107
542644;20085
669261;3684
1120000;3458
992453;6071
741795;61010
107000;4624
1120000;453
734004;4460
1582003;171
542644;18448
613339;14307
992453;688
669610;4353
1320009;3485
698008;29154
669261;4530
599719;4303
849;22735
295370;27192
1582003;24048
710;61981
542644;22274
619132;73137
710;42194
1320009;15540
710;48708
849;17378
710;5624
710;37988
455;13078
455;4730
455;93505
710;40743
849;35671
111;5519
455;15389
455;14735
455;10007
1031538;6798
455;5668
710;7080
455;85756
455;91286
710;45994
849;98955
710;775
710;61282
710;47301
111;7365
455;9520
455;19593
111;6456
710;36309
849;35728
710;60253
710;30185
710;39464
710;61791
710;51138
710;36905
710;55068
710;42890
710;48406
710;24423
710;47767
710;60149
710;92519
710;59402
710;23286
295370;23978
698008;17999
455;84010
600741;2111
741795;40270
987280;9619
734004;8698
542644;21260
992461;97208
1031538;22738
1582003;10126
878928;3181
992453;168
1582003;13005
698008;15885
600741;75664
741795;1151
542644;94660
1002520;23780
698008;24357
669610;3271
741795;96858
542644;22753
600741;85229
599719;1647
1863002;37887
741795;60413
669261;97755
698008;16465
970751;1854
1716000;16892
741795;97099
1716000;93072
542644;32401
878928;4213
698008;21027
698008;14380
878928;3447
1582003;15853
1582003;15053
1031538;10222
1131001;8290
606634;93905
1320009;9478
606634;1136
295370;32918
1120000;552
992453;4678
990590;12458
1002520;4626
1582003;8485
600741;96748
992453;3133
613339;348
878928;944
1002520;2576
1002520;1898
107000;315
600741;77574
990590;23156
741795;61774
1002520;22476
878928;2600
734004;20332
698008;14216
698008;47757
323527;12948
1031538;13184
1002520;10825
1002520;4450
619132;71771
1002520;23993
1582003;18067
1582003;12823
1582003;99773
990590;10272
1582003;1084
698008;17677
698008;20557
1002520;11159
613339;3023
1002520;56
619132;72969
1582003;503
1002520;3853
542644;89618
669261;4068
992453;449
878928;57
734004;14813
1582003;4802
734004;3935
1017039;761
669610;13080
734004;90407
698008;26014
1716000;4190
1016261;896
1582003;3641
734004;3384
741795;2131
970751;4873
1582003;6356
987280;10020
669610;5522
669610;5594
996122;1300
613339;7967
698008;27603
613339;14786
669261;51445
669610;11432
613339;7957
970751;1979
323527;19095
698008;3331
542644;49272
613339;9031
1002520;8566
1863002;21966
1716000;92879
669610;62418
669261;4609
734004;16216
741795;60306
734004;8113
741795;2456
741795;1800
669610;81889
741795;3289
741795;51536
996122;93780
741795;3585
741795;60879
295370;28014
542644;25212
600741;86054
734004;21103
741795;1360
741795;7051
600741;2052
741795;51169
698008;22837
734004;98457
542644;85292
1016261;1382
1863002;24776
600741;5248
295370;26054
295370;28277
1031538;2669
698008;21753
996122;94329
990590;22635
698008;29030
669610;702
698008;5296
1131001;5740
1320009;30352
669261;3093
542644;65980
857890;332
1002520;21805
323527;11163
542644;81229
734004;22652
542644;20555
1716000;3307
1716000;17534
542644;13342
542644;10838
669610;62369
669610;4866
734004;98140
698008;17781
698008;63
741795;6042
323527;17728
987280;6059
734004;2559
698008;46844
1716000;94359
878928;1859
1320009;20404
987280;1967
970751;6784
698008;3790
600741;85278
295370;32572
1716000;2654
111;31228
455;15495
710;43731
1320009;26693
542644;31668
542644;55014
542644;34059
698008;43064
1131001;2176
1120000;965
669610;2730
992453;951
1716000;1599
323527;9377
613339;8188
619132;73382
734004;81273
542644;57814
295370;31485
992453;2224
734004;81693
1016261;610
698008;21255
542644;48370
698008;47809
710;49898
455;93393
710;49240
619132;70592
669261;3977
613339;7968
698008;16390
710;23419
849;51784
710;54617
995975;6480
710;36426
455;10551
849;22953
710;31995
111;9166
710;25054
710;48364
1320009;1229
878928;5086
455;11806
455;16323
455;11507
710;93987
455;15133
455;13877
455;20802
111;4674
455;20569
698008;41066
455;14137
111;5875
710;54040
710;26619
710;22670
710;23570
710;19309
710;44262
710;95939
710;60235
710;22518
455;1344
849;53600
455;14357
849;98410
849;20320
849;96024
849;38504
849;61161
710;45542
710;49988
710;35225
542644;7729
710;22211
710;48211
710;37961
542644;46529
613339;9427
741795;2678
698008;22017
849;45528
849;44807
111;7781
849;55150
849;72163
455;92868
849;55528
455;99794
455;17847
849;54060
992453;5047
455;15088
849;42454
849;46135
849;49325
455;25653
1002520;3
1002520;8361
698008;11337
542644;36137
542644;8905
698008;16890
1716000;19287
992453;3496
542644;24852
542644;95079
1120000;14017
1716000;5102
613339;6994
995975;6282
1716000;1502
992453;3632
323527;8658
878928;4562
878928;4574
323527;14471
992461;98804
990590;75
1320009;9911
996122;1637
1002520;4659
1002520;18624
1582003;13992
970751;2945
698008;24670
1002520;31819
542644;87582
1863002;34668
295370;24659
542644;25864
1582003;54
669261;97041
698008;47530
542644;85473
734004;12424
698008;40004
613339;14886
1716000;14347
1863002;31502
323527;4536
542644;71700
107000;1012
992453;3958
1320009;8145
600741;80057
987280;1445
1716000;14481
698008;13529
542644;92109
1320009;19370
599719;1164
992453;4106
1716000;93686
698008;23161
542644;92308
1031538;1909
698008;14484
619132;79406
1320009;6808
1031538;23569
987280;9630
698008;13180
970751;770
1716000;2971
1320009;6918
734004;90947
734004;20196
698008;11458
1120000;2982
878928;1977
992453;3346
1031538;4006
606634;94515
295370;36756
295370;8451
542644;8804
734004;6098
542644;26947
741795;5762
542644;25087
734004;7349
734004;2579
990590;15075
996122;94302
698008;1698
992453;3104
1320009;1834
613339;99
613339;14681
734004;19530
992453;4242
295370;31805
1863002;34352
990590;18397
698008;4666
613339;8255
1002520;18327
600741;80704
1582003;24282
669610;2815
698008;26279
1016261;118
1716000;79300
542644;90690
599719;411
600741;5407
1016261;673
734004;3354
669261;97480
1716000;16317
741795;2209
1716000;4926
669610;256
734004;16460
734004;4140
669261;4618
599719;2020
698008;25661
295370;28995
1716000;8949
295370;27715
542644;23005
734004;7423
741795;2979
669261;3119
741795;5818
741795;3294
599719;2533
698008;29590
734004;8142
619132;70890
1582003;24368
992453;2745
734004;96711
1131001;5257
669610;62031
542644;89981
734004;16545
1582003;22033
1016261;676
669610;794
669610;2141
698008;22885
741795;50385
698008;14319
1002520;8510
996122;93900
606634;90406
1131001;3801
698008;24431
1002520;9811
990590;8981
987280;2328
1582003;7646
1002520;4938
698008;4682
606634;90467
990590;4779
1002520;31836
741795;2874
1582003;10460
1582003;13467
698008;48382
1002520;4670
990590;8575
698008;11922
1582003;5906
606634;90029
710;48771
987280;4103
542644;43353
1120000;1645
542644;47822
1320009;4693
1716000;12183
741795;61323
734004;5740
455;5227
542644;18326
992453;6155
600741;1147
878928;4725
1716000;15640
698008;9182
360384;22795
323527;16660
111;4920
455;20132
455;18282
455;97491
455;18119
710;14100
710;41475
455;16924
455;5788
107000;3333
698008;19309
992453;5120
600741;96764
1120000;3285
542644;75515
542644;53677
542644;42740
669261;4541
542644;24979
734004;3453
542644;28156
1320009;12095
992453;1210
698008;27912
1320009;99338
992453;2525
741795;6221
613339;14070
1320009;1465
669610;1030
734004;16106
1320009;30616
606634;96980
1716000;15290
698008;18171
542644;74456
542644;11832
992453;6468
542644;44262
542644;29808
111;2437
455;21782
111;3076
992453;2764
710;34323
1320009;12033
455;7626
710;56814
710;95784
455;12518
710;38664
710;53955
710;44342
455;4887
455;8046
992453;5507
1002520;23371
741795;40060
996122;1039
1320009;7636
710;54450
849;53679
710;19025
849;46279
849;19787
849;65952
710;42914
710;33981
710;48037
710;57351
710;53739
710;91999
710;37099
849;99027
995975;4045
1320009;7597
1716000;18256
1582003;4051
455;93726
455;17515
1320009;3972
455;84206
710;53104
710;19798
849;97163
455;99429
455;90333
111;5088
710;8810
455;24833
455;18607
710;60066
710;23431
710;93016
455;87224
455;25328
111;7385
455;3337
710;37115
710;17718
710;91378
455;29351
710;53036
710;45078
710;24389
111;7986
455;92938
710;57076
455;25654
1031538;4419
992461;2483
455;12316
710;4963
455;18628
710;23119
849;19423
1320009;12867
849;66922
987280;18377
849;25739
455;16324
849;20049
992461;4327
455;8231
455;16939
698008;30080
455;10307
987280;9815
849;66901
455;5889
455;90254
710;40920
710;27543
710;9191
710;48893
710;90729
710;58475
710;31517
710;37265
710;20581
600741;923
710;5503
710;3535
710;11221
710;54395
710;56149
542644;49256
849;52953
455;21282
542644;13015
542644;29587
542644;38246
698008;18106
542644;35022
542644;68501
698008;21184
542644;32053
542644;55489
542644;71871
606634;90280
741795;50128
734004;3047
698008;1161
1320009;5434
669610;1887
1863002;36796
613339;8332
111;5172
849;71777
455;14288
849;95678
970751;2993
849;44394
849;53021
698008;562
698008;23316
734004;94601
990590;10040
1002520;16646
542644;34442
1863002;30317
669610;1994
323527;17283
613339;3401
1863002;33858
1863002;28675
1863002;3806
1863002;3397
613339;8363
613339;14990
613339;13981
613339;14269
613339;14994
613339;15110
613339;14672
613339;14642
613339;14922
613339;14450
613339;15156
613339;14773
613339;14812
613339;109
613339;6321
613339;13984
613339;2479
613339;7993
613339;15164
613339;14348
613339;15134
613339;15163
455;22610
849;35430
710;38161
710;17223
710;58637
710;45546
849;15537
613339;7336
995975;35078
107000;4378
107000;2721
1716000;15958
111;4696
455;25506
710;91802
710;51750
710;62048
710;27240
710;61112
455;16822
455;91283
613339;15199
1131001;7
360384;25414
613339;14342
849;27286
455;24742
710;9164
455;97488
455;98171
111;1189
455;22382
111;5611
710;61836
710;18602
455;6863
710;5059
455;26737
111;5023
710;20843
455;13263
111;2683
455;1493
849;97335
455;17497
710;21772
849;57006
710;62851
455;8179
455;20818
455;12231
455;9134
455;3635
455;9925
455;92139
455;22689
455;18552
455;12675
111;6612
455;90046
455;12659
849;91903
455;26360
710;26986
710;46073
455;20989
111;3708
295370;27567
613339;8180
613339;15118
734004;7871
613339;14327
613339;14930
613339;14836
613339;15052
1120000;14336
323527;18007
542644;162
542644;58231
1120000;1827
698008;23624
698008;24508
698008;8423
698008;12271
1320009;3176
734004;4953
1320009;18506
1120000;2438
987280;4146
992461;98257
992461;97964
599719;2538
734004;12790
987280;12308
1120000;536
970751;6699
734004;12771
1120000;10621
1120000;888
1120000;15275
992453;1967
669261;3527
1120000;3434
1120000;1031
987280;19927
600741;2399
600741;2974
1120000;15827
600741;78223
542644;86008
987280;8332
600741;86158
1120000;3121
542644;63239
669610;60497
542644;20551
1716000;12754
600741;85132
987280;2051
542644;31915
542644;6965
600741;2433
1320009;18972
1120000;321
542644;55005
542644;56264
600741;75310
542644;32435
669610;2073
542644;9798
542644;83511
599719;189
542644;32587
669610;62227
1320009;29282
698008;29056
600741;85528
669610;61345
323527;10193
1582003;5396
992453;6618
669261;4015
698008;19960
669261;51180
669261;4314
542644;10662
1320009;2152
698008;48081
669610;74436
724009;6928
1320009;28084
990590;9412
1582003;12318
1002520;2563
995975;5748
1320009;10597
734004;18618
613339;14908
619132;73733
1016261;1193
1002520;3662
710;91998
455;20612
111;6237
455;1858
710;30018
710;51472
710;37334
710;50131
710;40977
710;35234
698008;24792
1002520;16504
992453;5597
698008;14486
710;4928
710;51080
111;5927
710;42652
710;62643
710;60110
111;5002
111;2659
455;12771
455;14928
455;25503
455;15561
849;64133
710;34536
710;42237
849;42195
111;6534
849;62017
455;71285
455;90525
455;9809
111;1488
710;2294
455;6227
849;39755
710;50769
455;8617
710;14402
111;4447
710;41299
1131001;7139
613339;7342
992453;3906
1716000;5988
542644;92348
734004;20727
987280;87
613339;8292
734004;9048
1016261;357
111;6550
849;98266
710;90864
455;18666
849;50894
455;4201
710;41529
111;3895
111;4261
710;40239
455;91647
710;37713
849;51015
849;61173
710;22599
849;48997
849;99150
849;69527
849;59092
710;9552
849;57586
710;38924
698008;4852
710;46207
710;12575
710;39970
710;61169
710;9136
710;37887
710;43429
710;22808
710;21330
710;8027
710;20286
710;58980
710;97041
710;35159
710;7774
710;10720
710;13430
710;46149
710;5134
710;27151
710;2809
710;95926
710;33865
710;4793
710;33417
710;22043
710;31965
710;36463
710;48316
710;19715
710;5045
710;55460
710;7546
710;58932
710;54235
710;3247
710;41668
710;49851
710;41186
710;56688
710;34921
710;27508
1582003;13494
1582003;13803
1582003;15481
990590;7509
710;17221
710;35506
710;34791
710;62334
710;43168
710;8367
710;59345
710;53470
710;22568
710;50397
710;45891
710;48139
710;37807
710;55542
710;29450
107000;4015
1320009;5309
107000;5037
542644;11204
613339;8281
698008;30291
849;19649
849;78063
849;48347
849;18627
710;21186
849;44944
849;50001
849;57190
849;54220
849;99125
849;21264
710;5452
710;42390
849;47846
710;49057
710;23189
710;41607
710;55847
710;17459
710;36030
710;34726
849;50190
710;50452
710;34926
849;50306
849;40015
710;27330
710;39613
849;29491
710;17623
710;93444
710;24964
710;44912
710;38857
849;37925
710;24471
710;20900
710;50465
710;26319
710;15406
710;44044
849;45246
849;35361
849;65527
849;25703
710;35845
849;15896
710;35078
849;96503
710;1404
849;98594
710;91066
849;39783
710;35817
849;96932
710;29329
710;6773
849;40709
849;97252
849;23181
849;34505
849;39427
710;6932
849;49473
710;61316
1320009;3613
849;20374
111;737
455;16179
111;8742
455;23952
455;3411
542644;47015
613339;6030
698008;19173
987280;2314
1002520;12283
1002520;17089
542644;46962
992453;362
542644;74363
542644;47046
741795;1717
455;26142
455;14018
455;21978
455;97671
455;14883
455;11795
455;91509
455;13316
455;99037
455;9061
455;12413
455;97528
455;13365
455;7766
455;25160
455;23683
710;62689
710;53240
710;56969
710;92093
710;38830
710;15991
710;12244
710;25080
455;22413
710;44975
710;62423
710;58022
710;56221
710;97198
710;34815
710;54064
710;42114
710;36384
724009;5329
613339;2259
542644;63903
613339;18
992453;2360
613339;4958
992453;1736
992453;3803
734004;25359
606634;93294
970751;2339
992453;5408
323527;6502
613339;8523
600741;1461
698008;47812
613339;8313
698008;14824
698008;3572
698008;10436
619132;73801
669610;82919
600741;83651
542644;91657
295370;37472
613339;14857
698008;11972
1863002;33281
698008;23646
734004;5477
295370;9882
1863002;30318
295370;27153
295370;30959
741795;6023
698008;8038
698008;13545
734004;6790
734004;4054
613339;14538
1120000;3397
542644;33320
734004;6429
1016261;822
734004;9137
1716000;12802
1016261;1016
734004;18597
613339;13972
542644;78542
600741;96472
669610;11197
996122;96127
600741;96403
600741;75407
600741;5619
987280;12131
698008;23515
1582003;9825
741795;8084
600741;85997
613339;8536
1582003;14739
613339;14747
323527;9073
698008;14002
613339;8254
987280;8918
698008;25756
992453;6321
295370;31464
987280;30010
1002520;23160
857890;318
613339;6415
613339;7999
1131001;3785
1131001;8607
613339;739
613339;3785
613339;2617
613339;6862
613339;15010
698008;21947
1320009;29958
1582003;23166
698008;8359
669610;1535
698008;17296
1582003;22506
698008;30083
698008;22833
619132;71452
1582003;8326
698008;16204
1002520;11814
1320009;4175
1002520;11091
1002520;3379
606634;90170
990590;10173
987280;19000
1002520;10605
1002520;22574
990590;30476
1002520;18538
741795;60369
741795;60716
995975;1555
992453;3309
613339;2928
613339;4926
1716000;8023
1131001;6750
1582003;6222
734004;92695
734004;98515
1131001;8958
1016261;372
1582003;22280
987280;7934
600741;2712
111;816
111;8760
698008;12331
698008;14356
734004;21001
734004;7984
734004;21002
734004;13428
669610;5253
669610;4407
111;4978
111;8145
1131001;4520
1716000;6389
111;1868
111;202
111;6653
111;6958
111;3616
111;5686
111;9911
987280;17298
542644;54896
542644;14181
741795;1995
1131001;8780
542644;73350
542644;19383
111;5018
111;7176
295370;23567
542644;25037
734004;98740
542644;4447
669261;2966
600741;82437
1863002;185
987280;2757
542644;99798
992453;4735
992453;1041
542644;73886
542644;35568
669261;4096
600741;1287
600741;5576
542644;9320
987280;6895
1320009;25829
992453;5157
1016261;1650
992453;6541
669610;958
1120000;3108
1131001;872
613339;7177
606634;96298
992453;23
734004;90613
992453;6912
295370;33018
600741;84791
734004;93235
1120000;3089
295370;34367
542644;38604
1320009;2941
1120000;2420
1131001;5181
542644;61018
710;38719
710;29890
710;23912
710;20600
455;65358
710;4457
710;26148
710;5940
710;45999
710;50183
710;26279
710;34020
710;34701
111;5710
710;36105
455;159
455;7631
710;41296
455;11826
111;6147
455;14501
455;8028
455;4148
710;60020
710;42252
710;22948
710;2773
710;95721
455;9206
710;37894
710;36167
455;22751
455;21333
710;12564
710;44014
710;57057
710;35465
710;92215
455;10565
710;63233
710;93359
710;92053
710;7052
710;62805
710;53305
710;17678
710;39689
710;17760
710;10912
710;54003
710;94543
710;29787
710;8571
710;38263
710;7472
455;11708
710;12895
710;54090
710;41667
710;5273
710;43124
710;38317
710;35354
710;41584
710;54138
710;24211
710;90502
710;57212
710;33571
710;5996
710;14497
710;51923
710;54134
710;48918
710;36582
710;20207
710;23999
710;48014
710;19083
710;40323
710;51213
710;14220
710;30043
455;7997
455;20570
455;10399
455;97041
455;90502
111;7317
455;17675
455;91385
992453;4229
542644;79990
599719;1708
1320009;2584
613339;652
600741;4129
323527;9311
1716000;94699
1582003;23480
857890;442
542644;66326
734004;1937
734004;19401
698008;24564
734004;10450
295370;26102
1716000;6796
295370;29839
1016261;572
1716000;10726
669610;61449
734004;8379
542644;35161
542644;23769
542644;94365
542644;54229
542644;22673
295370;20763
613339;6396
1120000;195
542644;31291
1320009;30351
734004;90931
698008;24788
698008;20594
698008;3103
1320009;19304
1131001;6087
1131001;6420
987280;9868
606634;1143
542644;6146
987280;6732
542644;31368
1582003;1797
698008;24528
698008;19429
1582003;6262
613339;392
1120000;542
1320009;17883
987280;10932
542644;38208
987280;11870
698008;19764
1716000;3749
542644;16762
1120000;894
698008;24752
698008;18964
710;55919
710;15266
849;61706
710;9488
710;56720
710;93233
542644;56413
1002520;12983
669261;4629
669610;1500
741795;1172
542644;49228
1320009;22145
669261;50150
600741;1452
542644;77449
992453;1061
698008;18828
542644;27013
542644;12136
542644;42979
542644;36098
619132;72716
323527;22542
1582003;23633
1582003;13650
849;41532
849;59658
992461;5566
111;5446
455;24466
455;20911
455;12097
455;24006
111;4295
455;5461
455;98326
455;9259
455;17325
455;490
710;24720
455;99485
455;12519
455;15391
455;14333
455;98440
455;18227
455;22436
710;45340
710;90445
111;1404
455;99601
710;48215
455;5548
111;4084
710;37693
455;11543
111;1255
455;16109
455;16781
111;5078
455;91600
455;9682
455;16506
455;17656
111;2409
455;18984
455;8923
455;14850
455;90028
455;90646
455;10002
455;94210
455;7934
455;15450
455;91992
710;43800
455;11070
111;4929
455;7721
455;25146
455;97021
111;6755
455;16865
455;90358
455;11461
455;19772
455;56874
455;5456
455;12240
455;97153
455;9867
455;26450
455;10410
455;97633
455;97395
710;5160
455;6436
455;20880
455;22870
111;4692
710;31009
455;4894
710;37383
455;12995
455;13931
455;93162
455;4102
111;175
455;11604
111;6932
455;98742
710;41216
111;6088
455;15108
111;31486
1031538;22193
1031538;1432
1031538;22928
1031538;18576
710;31514
710;58175
710;38690
710;399
992461;3826
992461;6523
1031538;16722
1002520;99
992461;5819
1031538;16182
710;11239
710;53749
455;24663
710;21836
455;97694
710;96154
710;42177
710;49958
849;56492
710;97288
710;57092
455;8260
849;56884
849;40978
111;3740
455;19403
455;22646
710;39519
455;17395
455;94313
710;23756
710;27101
849;69155
455;16210
710;23616
710;58102
710;35834
455;4700
710;47192
455;12308
710;24456
710;45524
849;20241
455;5957
710;47391
455;17771
455;18300
455;19296
455;14631
455;98951
455;91905
455;14976
111;5124
455;18817
710;61924
542644;36734
710;38742
710;8221
710;13979
710;19461
710;91579
600741;5584
710;41124
710;50768
710;36866
710;5397
698008;24471
698008;17915
698008;30864
1320009;3617
990590;16508
987280;119
542644;48341
992453;55
987280;3475
542644;90721
741795;1464
990590;12965
1582003;2894
323527;2164
724009;18002
698008;31695
1582003;8126
542644;36058
1016261;131
613339;14250
698008;30062
600741;1642
734004;19125
734004;19056
734004;7632
669261;3877
600741;1561
600741;1584
600741;2970
542644;25092
669610;12636
741795;2355
613339;7698
1131001;8552
992461;4651
710;56038
710;45800
710;26240
710;63012
710;54185
710;57226
710;29123
710;56912
710;52970
710;25031
710;3270
710;28258
710;15499
710;10869
710;39887
710;6423
849;35524
455;15238
455;16779
710;92684
111;9400
455;22016
849;52668
710;62393
710;50385
710;50467
600741;2384
613339;14905
710;46157
710;38523
992453;4283
295370;30079
710;92134
710;6613
710;47178
710;49423
710;2528
710;25258
710;58933
710;63063
710;6663
710;20625
710;26215
111;701
710;11013
455;9671
455;19141
710;17758
710;28091
455;90183
710;26685
710;11883
996122;96121
111;6671
111;3680
111;815
111;6343
111;6165
613339;14033
710;11751
710;62542
710;53595
710;62041
710;22945
710;92303
710;14503
710;58797
710;56951
710;17048
710;7521
710;46116
710;7705
1863002;36680
1716000;3287
613339;5151
295370;25529
669261;3766
669610;62332
600741;2053
613339;6749
600741;1724
698008;21304
1120000;202
295370;33996
542644;59098
360384;22738
1320009;98144
1131001;8132
710;6432
710;19909
710;2276
710;97427
710;23815
710;49037
710;48580
710;32876
710;46920
710;40934
710;312
710;13005
710;7139
710;14061
710;33567
710;3598
710;90720
710;45654
710;53161
710;36159
710;48286
710;43798
710;55526
710;54702
710;44956
710;35687
710;7178
710;62240
710;33628
710;47224
710;22575
710;38746
710;4176
710;27433
710;91409
710;59266
710;35589
710;9710
710;2308
710;350
710;41214
710;30174
710;41250
710;59408
710;95370
710;92674
710;31204
710;49260
710;59087
710;31924
710;44701
710;30121
710;58711
710;57176
710;37608
710;39357
710;90701
710;45165
710;16519
698008;18429
455;1940
849;54214
849;40260
849;95870
111;31603
849;56475
111;836
455;92260
849;43950
849;95873
849;21326
849;98393
849;20356
455;97700
455;14636
455;6385
849;70979
455;4666
455;3766
849;50149
849;98966
849;19296
455;12035
849;20383
111;6972
849;27093
455;18104
849;23506
698008;28864
849;77678
111;2849
111;858
849;21789
455;13359
849;93797
455;98636
849;60244
849;50199
849;17097
849;93081
849;57464
